County,County,State,T_TTL_EST1,T_TTL_MOE1,T_5_17y_TTL_EST2,T_5_17y_TTL_MOE2,T_5_17y_SpOEng_TTL_EST3,T_5_17y_SpOEng_TTL_MOE3,T_5_17y_SpSpan_TTL_EST4,T_5_17y_SpSpan_TTL_MOE4,T_5_17y_SpSpan_SpEngVW_TTL_EST5,T_5_17y_SpSpan_SpEngVW_TTL_MOE5,T_5_17y_SpSpan_SpEngW_TTL_EST6,T_5_17y_SpSpan_SpEngW_TTL_MOE6,T_5_17y_SpSpan_SpEngNoW_TTL_EST7,T_5_17y_SpSpan_SpEngNoW_TTL_MOE7,T_5_17y_SpSpan_SpEngNoA_TTL_EST8,T_5_17y_SpSpan_SpEngNoA_TTL_MOE8,T_5_17y_SpOIEL_TTL_EST9,T_5_17y_SpOIEL_TTL_MOE9,T_5_17y_SpOIEL_SpEngVW_TTL_EST10,T_5_17y_SpOIEL_SpEngVW_TTL_MOE10,T_5_17y_SpOIEL_SpEngW_TTL_EST11,T_5_17y_SpOIEL_SpEngW_TTL_MOE11,T_5_17y_SpOIEL_SpEngNoW_TTL_EST12,T_5_17y_SpOIEL_SpEngNoW_TTL_MOE12,T_5_17y_SpOIEL_SpEngNoA_TTL_EST13,T_5_17y_SpOIEL_SpEngNoA_TTL_MOE13,T_5_17y_SpAPIL_TTL_EST14,T_5_17y_SpAPIL_TTL_MOE14,T_5_17y_SpAPIL_SpEngVW_TTL_EST15,T_5_17y_SpAPIL_SpEngVW_TTL_MOE15,T_5_17y_SpAPIL_SpEngW_TTL_EST16,T_5_17y_SpAPIL_SpEngW_TTL_MOE16,T_5_17y_SpAPIL_SpEngNoW_TTL_EST17,T_5_17y_SpAPIL_SpEngNoW_TTL_MOE17,T_5_17y_SpAPIL_SpEngNoA_TTL_EST18,T_5_17y_SpAPIL_SpEngNoA_TTL_MOE18,T_5_17y_SpOthL_TTL_EST19,T_5_17y_SpOthL_TTL_MOE19,T_5_17y_SpOthL_SpEngVW_TTL_EST20,T_5_17y_SpOthL_SpEngVW_TTL_MOE20,T_5_17y_SpOthL_SpEngW_TTL_EST21,T_5_17y_SpOthL_SpEngW_TTL_MOE21,T_5_17y_SpOthL_SpEngNoW_TTL_EST22,T_5_17y_SpOthL_SpEngNoW_TTL_MOE22,T_5_17y_SpOthL_SpEngNoA_TTL_EST23,T_5_17y_SpOthL_SpEngNoA_TTL_MOE23,T_18_64y_TTL_EST24,T_18_64y_TTL_MOE24,T_18_64y_SpOEng_TTL_EST25,T_18_64y_SpOEng_TTL_MOE25,T_18_64y_SpSpan_TTL_EST26,T_18_64y_SpSpan_TTL_MOE26,T_18_64y_SpSpan_SpEngVW_TTL_EST27,T_18_64y_SpSpan_SpEngVW_TTL_MOE27,T_18_64y_SpSpan_SpEngW_TTL_EST28,T_18_64y_SpSpan_SpEngW_TTL_MOE28,T_18_64y_SpSpan_SpEngNoW_TTL_EST29,T_18_64y_SpSpan_SpEngNoW_TTL_MOE29,T_18_64y_SpSpan_SpEngNoA_TTL_EST30,T_18_64y_SpSpan_SpEngNoA_TTL_MOE30,T_18_64y_SpOIEL_SpEngNoW_TTL_EST31,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE31,T_18_64y_SpOIEL_SpEngVW_TTL_EST32,T_18_64y_SpOIEL_SpEngVW_TTL_MOE32,T_18_64y_SpOIEL_SpEngW_TTL_EST33,T_18_64y_SpOIEL_SpEngW_TTL_MOE33,T_18_64y_SpOIEL_SpEngNoW_TTL_EST34,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE34,T_18_64y_SpOIEL_SpEngNoA_TTL_EST35,T_18_64y_SpOIEL_SpEngNoA_TTL_MOE35,T_18_64y_SpAPIL_TTL_EST36,T_18_64y_SpAPIL_TTL_MOE36,T_18_64y_SpAPIL_SpEngVW_TTL_EST37,T_18_64y_SpAPIL_SpEngVW_TTL_MOE37,T_18_64y_SpAPIL_SpEngW_TTL_EST38,T_18_64y_SpAPIL_SpEngW_TTL_MOE38,T_18_64y_SpAPIL_SpEngNoW_TTL_EST39,T_18_64y_SpAPIL_SpEngNoW_TTL_MOE39,T_18_64y_SpAPIL_SpEngNoA_TTL_EST40,T_18_64y_SpAPIL_SpEngNoA_TTL_MOE40,T_18_64y_SpOthL_TTL_EST41,T_18_64y_SpOthL_TTL_MOE41,T_18_64y_SpOthL_SpEngVW_TTL_EST42,T_18_64y_SpOthL_SpEngVW_TTL_MOE42,T_18_64y_SpOthL_SpEngW_TTL_EST43,T_18_64y_SpOthL_SpEngW_TTL_MOE43,T_18_64y_SpOthL_SpEngNoW_TTL_EST44,T_18_64y_SpOthL_SpEngNoW_TTL_MOE44,T_18_64y_SpOthL_SpEngNoA_TTL_EST45,T_18_64y_SpOthL_SpEngNoA_TTL_MOE45,T_65y_TTL_EST46,T_65y_TTL_MOE46,T_65y_SpOEng_TTL_EST47,T_65y_SpOEng_TTL_MOE47,T_65y_SpSpan_TTL_EST48,T_65y_SpSpan_TTL_MOE48,T_65y_SpSpan_SpEngVW_TTL_EST49,T_65y_SpSpan_SpEngVW_TTL_MOE49,T_65y_SpSpan_SpEngW_TTL_EST50,T_65y_SpSpan_SpEngW_TTL_MOE50,T_65y_SpSpan_SpEngNoW_TTL_EST51,T_65y_SpSpan_SpEngNoW_TTL_MOE51,T_65y_SpSpan_SpEngNoA_TTL_EST52,T_65y_SpSpan_SpEngNoA_TTL_MOE52,T_65y_SpOIEL_TTL_EST53,T_65y_SpOIEL_TTL_MOE53,T_65y_SpOIEL_SpEngVW_TTL_EST54,T_65y_SpOIEL_SpEngVW_TTL_MOE54,T_65y_SpOIEL_SpEngW_TTL_EST55,T_65y_SpOIEL_SpEngW_TTL_MOE55,T_65y_SpOIEL_SpEngNoW_TTL_EST56,T_65y_SpOIEL_SpEngNoW_TTL_MOE56,T_65y_SpOIEL_SpEngNoA_TTL_EST57,T_65y_SpOIEL_SpEngNoA_TTL_MOE57,T_65y_SpAPIL_TTL_EST58,T_65y_SpAPIL_TTL_MOE58,T_65y_SpAPIL_SpEngVW_TTL_EST59,T_65y_SpAPIL_SpEngVW_TTL_MOE59,T_65y_SpAPIL_SpEngW_TTL_EST60,T_65y_SpAPIL_SpEngW_TTL_MOE60,T_65y_SpAPIL_SpEngNoW_TTL_EST61,T_65y_SpAPIL_SpEngNoW_TTL_MOE61,T_65y_SpAPIL_SpEngNoA_TTL_EST62,T_65y_SpAPIL_SpEngNoA_TTL_MOE62,T_65y_SpOthL_TTL_EST63,T_65y_SpOthL_TTL_MOE63,T_65y_SpOthL_SpEngVW_TTL_EST64,T_65y_SpOthL_SpEngVW_TTL_MOE64,T_65y_SpOthL_SpEngW_TTL_EST65,T_65y_SpOthL_SpEngW_TTL_MOE65,T_65y_SpOthL_SpEngNoW_TTL_EST66,T_65y_SpOthL_SpEngNoW_TTL_MOE66,T_65y_SpOthL_SpEngNoA_TTL_EST67,T_65y_SpOthL_SpEngNoA_TTL_MOE67,GEOID,ANSICODE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
"El Paso County, Texas",El Paso County, Texas,14975,"±1,284",2412,±620,1939,±562,445,±322,435,±318,10,±22,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,28,±46,28,±46,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,8530,±813,7667,±777,779,±275,619,±228,138,±170,13,±17,9,±15,59,±53,59,±53,0,±34,0,±34,0,±34,8,±16,8,±16,0,±34,0,±34,0,±34,17,±37,17,±37,0,±34,0,±34,0,±34,4033,±393,3675,±393,352,±127,284,±103,63,±67,5,±8,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,6,±12,6,±12,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,48141,1383855,2624264473,5322143,1013.234,2.055,31.76648,-106.241423
"Elkhart County, Indiana",Elkhart County, Indiana,14120,"±1,159",2497,±527,2206,±475,0,±29,0,±29,0,±29,0,±29,0,±29,291,±212,208,±162,48,±41,35,±55,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,8140,±814,7738,±798,142,±102,111,±98,21,±32,10,±14,0,±29,260,±140,206,±134,54,±62,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,3483,±499,3362,±491,33,±40,33,±40,0,±29,0,±29,0,±29,88,±101,88,±101,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,18039,450348,1199580238,12457801,463.161,4.81,41.600693,-85.863986
"Ellis County, Texas",Ellis County, Texas,14280,"±1,310",1827,±438,1827,±438,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,8603,±863,8490,±847,106,±90,48,±52,58,±69,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,7,±12,7,±12,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,3850,±503,3831,±508,19,±32,19,±32,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,48139,1383856,2423586107,41965719,935.752,16.203,32.346878,-96.79694
"Elmore County, Alabama",Elmore County, Alabama,8690,"±1,089",960,±290,952,±289,0,±30,0,±30,0,±30,0,±30,0,±30,8,±13,8,±13,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,5143,±806,5088,±810,47,±48,47,±48,0,±30,0,±30,0,±30,8,±13,8,±13,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,2587,±448,2585,±448,2,±4,0,±30,0,±30,2,±4,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,1051,161551,1601948961,99777799,618.516,38.524,32.597229,-86.142735
"Erie County, New York",Erie County, New York,65257,"±2,863",8192,"±1,134",8064,"±1,130",43,±38,33,±34,0,±30,10,±15,0,±30,60,±59,60,±59,0,±30,0,±30,0,±30,25,±31,25,±31,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,39960,"±2,047",39505,"±2,015",256,±114,242,±112,14,±21,0,±30,0,±30,172,±78,172,±78,0,±30,0,±30,0,±30,27,±25,19,±20,8,±14,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,17105,±774,16937,±770,35,±35,35,±35,0,±30,0,±30,0,±30,123,±83,111,±81,12,±19,0,±30,0,±30,10,±15,10,±15,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,36029,974113,2700663216,476876397,1042.732,184.123,42.752759,-78.778192
"Erie County, Ohio",Erie County, Ohio,7601,±994,904,±394,904,±394,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,4266,±662,4253,±662,13,±20,13,±20,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,2431,±347,2422,±347,0,±29,0,±29,0,±29,0,±29,0,±29,9,±10,9,±10,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,39043,1074034,650833148,969939819,251.288,374.496,41.394143,-82.586835
"Erie County, Pennsylvania",Erie County, Pennsylvania,21580,"±1,239",2275,±507,2258,±505,3,±4,3,±4,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,14,±20,0,±27,14,±20,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,12832,±959,12665,±950,85,±84,85,±84,0,±27,0,±27,0,±27,71,±48,71,±48,0,±27,0,±27,0,±27,11,±18,11,±18,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,6473,±524,6311,±464,0,±27,0,±27,0,±27,0,±27,0,±27,159,±202,159,±202,0,±27,0,±27,0,±27,3,±5,3,±5,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,42049,1209178,2069143908,1966272916,798.901,759.182,42.117952,-80.096386
"Escambia County, Florida",Escambia County, Florida,31489,"±1,878",3432,±778,3344,±777,85,±70,49,±62,36,±42,0,±34,0,±34,3,±6,3,±6,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,18046,"±1,271",17716,"±1,257",235,±130,199,±118,36,±51,0,±34,0,±34,43,±43,43,±43,0,±34,0,±34,0,±34,52,±81,52,±81,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,10011,±752,9941,±753,45,±46,36,±45,9,±14,0,±34,0,±34,17,±24,3,±6,0,±34,14,±23,0,±34,8,±13,8,±13,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,12033,295737,1701606706,1213969803,656.994,468.716,30.529998,-87.320322
"Essex County, Massachusetts",Essex County, Massachusetts,74064,"±2,114",9047,±727,8829,±708,60,±70,60,±70,0,±31,0,±31,0,±31,63,±50,48,±42,4,±7,11,±13,0,±31,95,±75,95,±75,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,44914,"±1,410",44390,"±1,373",241,±140,183,±115,58,±52,0,±31,0,±31,232,±85,220,±82,0,±31,12,±19,0,±31,49,±47,49,±47,0,±31,0,±31,0,±31,2,±6,2,±6,0,±31,0,±31,0,±31,20103,"±1,027",19961,"±1,033",31,±28,21,±23,10,±16,0,±31,0,±31,100,±59,93,±58,7,±12,0,±31,0,±31,11,±17,11,±17,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,25009,606931,1275605370,870172676,492.514,335.976,42.642708,-70.864909
"Essex County, New Jersey",Essex County, New Jersey,17513,"±1,342",3142,±527,3054,±502,12,±23,0,±31,12,±23,0,±31,0,±31,13,±19,13,±19,0,±31,0,±31,0,±31,63,±111,49,±86,14,±26,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,10754,"±1,032",10399,"±1,045",103,±77,92,±75,0,±31,11,±16,0,±31,227,±158,203,±155,24,±37,0,±31,0,±31,25,±29,25,±29,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,3617,±492,3422,±467,130,±112,43,±48,87,±101,0,±31,0,±31,56,±45,33,±32,0,±31,23,±35,0,±31,9,±14,0,±31,9,±14,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,34013,882276,326552231,8653266,126.083,3.341,40.7874,-74.246292
"Etowah County, Alabama",Etowah County, Alabama,8442,"±1,163",930,±289,930,±289,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,5185,±848,5179,±847,6,±6,6,±6,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,2327,±394,2327,±394,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,1055,161553,1385916764,35022972,535.105,13.522,34.047641,-86.034263
"Fairbanks North Star Borough, Alaska",Fairbanks North Star Borough, Alaska,8392,±998,1181,±355,1070,±340,22,±32,16,±28,6,±14,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,89,±92,37,±52,52,±79,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,5502,±810,5315,±802,106,±78,106,±78,0,±23,0,±23,0,±23,28,±28,28,±28,0,±23,0,±23,0,±23,53,±67,53,±67,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,1709,±331,1696,±330,4,±8,4,±8,0,±23,0,±23,0,±23,9,±15,9,±15,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,2090,1419969,18996838330,259573207,7334.721,100.222,64.676044,-146.548159
"Fairfax County, Virginia",Fairfax County, Virginia,98156,"±3,063",15182,"±1,129",14583,"±1,103",264,±136,228,±123,36,±41,0,±31,0,±31,177,±78,177,±78,0,±31,0,±31,0,±31,158,±80,147,±75,11,±17,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,60321,"±2,080",58859,"±2,030",916,±276,749,±190,138,±157,29,±35,0,±31,355,±115,347,±115,0,±31,8,±12,0,±31,191,±115,191,±115,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,22653,±982,22002,"±1,006",282,±97,223,±81,0,±31,59,±45,0,±31,350,±122,334,±122,6,±10,10,±17,0,±31,19,±17,19,±17,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,51059,1480119,1012738308,40071741,391.02,15.472,38.82952,-77.273252
"Fairfield County, Connecticut",Fairfield County, Connecticut,68208,"±2,615",10905,"±1,214",10614,"±1,227",190,±117,190,±117,0,±31,0,±31,0,±31,73,±44,50,±37,11,±18,12,±16,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,28,±45,28,±45,0,±31,0,±31,0,±31,41233,"±1,672",40133,"±1,663",563,±205,518,±206,45,±43,0,±31,0,±31,423,±153,373,±136,50,±71,0,±31,0,±31,19,±29,0,±31,19,±29,0,±31,0,±31,95,±78,95,±78,0,±31,0,±31,0,±31,16070,±810,15531,±769,136,±85,115,±80,14,±22,7,±11,0,±31,247,±147,241,±147,0,±31,6,±9,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,156,±199,0,±31,0,±31,156,±199,0,±31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Fairfield County, Ohio",Fairfield County, Ohio,16242,"±1,495",2609,±471,2581,±474,17,±26,17,±26,0,±29,0,±29,0,±29,11,±18,11,±18,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,10151,"±1,155",10018,"±1,164",95,±82,81,±80,14,±20,0,±29,0,±29,27,±44,27,±44,0,±29,0,±29,0,±29,11,±17,11,±17,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,3482,±370,3460,±371,0,±29,0,±29,0,±29,0,±29,0,±29,9,±14,9,±14,0,±29,0,±29,0,±29,13,±22,0,±29,13,±22,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,39045,1074035,1306299936,10869534,504.365,4.197,39.747694,-82.626685
"Faulkner County, Arkansas",Faulkner County, Arkansas,9883,"±1,245",1205,±376,1205,±376,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,6308,±856,6204,±851,50,±51,50,±51,0,±30,0,±30,0,±30,15,±19,0,±30,0,±30,15,±19,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,39,±51,39,±51,0,±30,0,±30,0,±30,2370,±338,2370,±338,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,5045,66852,1676351971,43617754,647.243,16.841,35.146548,-92.336928
"Fauquier County, Virginia",Fauquier County, Virginia,10355,"±1,150",1589,±373,1569,±376,10,±18,10,±18,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,10,±16,10,±16,0,±31,0,±31,0,±31,6331,±789,6259,±790,44,±50,35,±48,9,±13,0,±31,0,±31,19,±24,19,±24,0,±31,0,±31,0,±31,9,±15,9,±15,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,2435,±326,2402,±328,19,±23,19,±23,0,±31,0,±31,0,±31,8,±11,8,±11,0,±31,0,±31,0,±31,6,±9,6,±9,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,51061,1480120,1678296035,9665552,647.994,3.732,38.744096,-77.8215
"Fayette County, Georgia",Fayette County, Georgia,12326,"±1,060",1731,±403,1731,±403,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,7069,±743,7015,±744,18,±27,18,±27,0,±34,0,±34,0,±34,36,±40,36,±40,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,3526,±431,3475,±424,23,±37,23,±37,0,±34,0,±34,0,±34,28,±25,20,±22,0,±34,8,±12,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,13113,1687740,503925706,12781937,194.567,4.935,33.412717,-84.493941
"Fayette County, Kentucky",Fayette County, Kentucky,37034,"±1,553",3921,±546,3769,±538,65,±54,48,±54,7,±11,10,±21,0,±29,87,±124,87,±124,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,24203,"±1,097",23727,"±1,112",344,±127,271,±100,57,±63,16,±27,0,±29,89,±55,74,±50,0,±29,15,±24,0,±29,30,±39,20,±36,10,±15,0,±29,0,±29,13,±14,13,±14,0,±29,0,±29,0,±29,8910,±622,8817,±612,34,±33,34,±33,0,±29,0,±29,0,±29,47,±31,47,±31,0,±29,0,±29,0,±29,12,±19,12,±19,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,21067,516880,735181664,4434380,283.855,1.712,38.040678,-84.458272
"Fayette County, Pennsylvania",Fayette County, Pennsylvania,12516,±851,1493,±281,1481,±277,12,±21,12,±21,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,6775,±645,6690,±650,29,±28,29,±28,0,±27,0,±27,0,±27,56,±51,56,±51,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,4248,±455,4191,±456,15,±17,15,±17,0,±27,0,±27,0,±27,39,±43,39,±43,0,±27,0,±27,0,±27,3,±6,0,±27,3,±6,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,0,±27,42051,1209179,2048054609,20636363,790.758,7.968,39.918907,-79.640119
"Flagler County, Florida",Flagler County, Florida,9153,±785,708,±251,708,±251,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,4437,±548,4351,±542,37,±45,32,±45,5,±9,0,±34,0,±34,49,±50,49,±50,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,4008,±454,3963,±438,9,±15,0,±34,9,±15,0,±34,0,±34,36,±56,36,±56,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,12035,308547,1259229648,219207666,486.191,84.637,29.474891,-81.286253
"Flathead County, Montana",Flathead County, Montana,15225,"±1,333",2326,±574,2301,±570,8,±14,8,±14,0,±26,0,±26,0,±26,17,±15,17,±15,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,8421,±818,8273,±808,140,±100,80,±58,46,±79,14,±21,0,±26,8,±10,8,±10,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,4478,±500,4358,±478,56,±51,56,±51,0,±26,0,±26,0,±26,44,±48,44,±48,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,20,±30,20,±30,0,±26,0,±26,0,±26,30029,1719611,13175846363,437160633,5087.223,168.789,48.295422,-114.052059
"Florence County, South Carolina",Florence County, South Carolina,11086,±990,1785,±349,1755,±346,30,±53,30,±53,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,6122,±720,6094,±720,7,±12,7,±12,0,±32,0,±32,0,±32,21,±33,21,±33,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,3179,±459,3175,±459,4,±7,0,±32,4,±7,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,0,±32,45041,1248001,2073299561,9766894,800.505,3.771,34.028535,-79.710233
"Floyd County, Georgia",Floyd County, Georgia,9879,"±1,136",1680,±430,1629,±425,51,±80,51,±80,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,5623,±730,5557,±729,39,±50,31,±49,8,±14,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,27,±46,27,±46,0,±34,0,±34,0,±34,2576,±391,2560,±395,8,±12,8,±12,0,±34,0,±34,0,±34,8,±12,0,±34,8,±12,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,13115,353665,1320431515,22387093,509.821,8.644,34.26369,-85.213685
"Floyd County, Indiana",Floyd County, Indiana,7651,±774,1063,±303,1039,±301,9,±18,9,±18,0,±29,0,±29,0,±29,15,±28,15,±28,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,4470,±521,4461,±520,9,±16,9,±16,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,2118,±337,2090,±339,11,±14,3,±6,8,±12,0,±29,0,±29,17,±23,17,±23,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,18043,450350,384496958,2703901,148.455,1.044,38.318081,-85.911847
